case_id,label,samples,slope_GPa,intercept_GPa,fit_R2,fit_RMSE_GPa,proof_stress_GPa,proof_strain,peak_common_GPa,peak_common_strain,peak_full_GPa,peak_full_strain,maximum_recorded_strain,slope_change_percent,proof_change_percent,peak_change_percent
eq,Equiatomic,1001,136.59949909291953,-0.049165270789458315,0.9962106640486639,0.04888269352074618,4.330156661888059,0.03405957534074527,5.25312875597326,0.0449000000000002,5.25312875597326,0.0449000000000002,0.1,0.0,0.0,0.0
zr24,Zr 24%,2001,130.39953024687136,-0.04532734958657292,0.9969182285536974,0.04206748333418108,4.240413937815951,0.03486623256455597,5.00605727384936,0.0454000000000001,17.1693597387193,0.1924,0.2,-4.538793251233475,-2.072505248181422,-4.7033205086199015
zr28,Zr 28%,1001,125.59144700580251,-0.04316090948904039,0.9956586587041615,0.04811902854448941,4.196665734040464,0.03575888043820069,4.96721503734773,0.0468999999999994,4.96721503734773,0.0468999999999994,0.0999999999999995,-8.058632835563317,-3.082819820874305,-5.442731977593773
hf16,Hf 16%,2001,137.75647980505246,-0.012490315187875911,0.9963982831910754,0.04805630684727565,4.601311564826266,0.0354924490415508,5.64690051427443,0.0488000000000009,15.3606586032355,0.186200000000001,0.200000000000001,0.846987521781406,6.262011379975729,7.495947207717246
hf12,Hf 12%,2001,138.98147498367473,-0.042987451820869715,0.9963196241279793,0.04901214629458278,4.716089899122435,0.03624253017535124,5.80298557484108,0.0503999999999998,14.8363952107525,0.1841,0.2,1.743766197220764,8.912685322246517,10.467225236818823
ta16,Ta 16%,2001,130.18380002101208,-0.08293331255175862,0.9959534576136716,0.04814814158236341,3.92043651130245,0.032751674349712115,4.69088472347828,0.0408999999999998,17.9311384342887,0.1929,0.2,-4.6967222533834345,-9.462016794721695,-10.703031633398686
ta12,Ta 12%,2001,122.337191784548,-0.0629975009054966,0.9941679413420103,0.05436753355367343,3.7512178082963,0.033177888371993494,4.17166611306709,0.0410000000000009,16.5052510065113,0.192000000000001,0.200000000000001,-10.440966038001232,-13.369928591436375,-20.587019529579475
nb24,Nb 24%,2001,145.1934742465064,-0.04564163808688426,0.9963765564836948,0.050803794946118246,4.718626790270606,0.03481324076775528,5.77899793087597,0.0479000000000001,17.7403597125703,0.1925,0.2,6.291366520854491,8.97127191266942,10.010589866177376
nb28,Nb 28%,2001,153.96821256601586,-0.0272449406687032,0.996545183250323,0.052601137833335115,4.924986902333556,0.034163988660184816,6.3858758238348,0.0513999999999991,15.6783193688216,0.189999999999999,0.199999999999999,12.715063809481153,13.736921938203883,21.563283911012256
